loan_id,cust_id,branch_id,product_id,loan_amount,interest_rate,tenure_years,loan_status,date_id
588,1028,9,1,662000,7.02,9,Active,183
589,1442,12,2,245000,11.81,2,Active,844
590,1043,9,4,914000,8.75,5,Closed,329
591,1169,18,4,552000,10.49,5,Closed,490
592,1423,23,1,717000,9.44,9,Closed,200
593,1086,11,6,222000,10.99,3,Closed,696
594,1177,1,4,497000,8.58,4,Active,479
595,1017,19,5,745000,9.94,8,Active,809
596,1098,22,1,1026000,8.76,12,Active,992
597,1454,25,1,1063000,8.37,11,Active,1017
598,1494,10,1,1018000,7.11,7,Active,499
599,1198,2,1,1361000,7.51,10,Active,630
600,1098,7,1,1200000,7.69,9,Active,183
601,1065,20,1,762000,9.59,10,Active,436
602,1330,2,3,441000,9.78,5,Closed,46
603,1341,19,1,898000,7.93,13,Active,876
604,1005,6,1,3250000,8.67,10,Closed,244
605,1002,10,6,148000,10.86,3,Closed,156
606,1022,9,1,1255000,8.56,11,Default,962
607,1112,8,2,84000,13.87,2,Active,249
608,1057,11,3,406000,10.31,4,Active,945
609,1066,9,6,103000,11.54,1,Active,819
610,1330,20,5,1211000,11.25,4,Active,646
611,1098,20,2,204000,12.25,3,Active,377
612,1144,9,6,405000,9.47,3,Active,153
613,1368,8,2,422000,11.4,4,Active,772
614,1435,15,3,699000,9.66,3,Active,240
615,1125,2,1,1223000,7.54,12,Active,603
616,1167,24,3,824000,9.12,5,Closed,240
617,1086,1,2,625000,11.46,3,Active,310
618,1076,9,3,1329000,9.18,3,Active,259
619,1344,9,3,754000,8.1,3,Active,431
620,1495,13,1,701000,8.65,12,Active,500
621,1424,8,1,1190000,7.97,12,Active,76
622,1294,21,4,608000,9.04,4,Active,297
623,1444,5,1,2425000,7.43,12,Closed,183
624,1059,3,2,98000,12.6,2,Active,1083
625,1138,21,3,445000,8.94,3,Closed,527
626,1099,4,6,172000,10.34,1,Active,1049
627,1192,17,1,2020000,7.91,11,Closed,299
628,1243,16,2,142000,12.13,4,Closed,691
629,1319,16,1,2250000,6.87,9,Active,573
630,1049,25,2,311000,12.47,4,Closed,676
631,1448,20,1,822000,7.33,10,Active,991
632,1032,3,3,478000,8.58,6,Active,504
633,1391,6,4,472000,10.24,6,Closed,238
634,1277,1,1,815000,8.32,10,Active,192
635,1020,21,3,795000,10.4,2,Active,1052
636,1154,16,2,393000,11.9,2,Active,429
637,1383,15,1,2644000,7.84,9,Closed,84
638,1068,7,2,407000,12.62,1,Active,498
639,1366,2,2,606000,12.47,2,Active,237
640,1372,10,1,2267000,9.29,11,Active,149
641,1214,25,4,517000,10.48,5,Active,851
642,1143,15,4,954000,10.69,3,Default,612
643,1376,6,4,848000,8.79,6,Active,844
644,1232,2,2,387000,13.09,4,Closed,1059
645,1213,24,1,1318000,7.76,10,Active,944
646,1079,24,5,666000,11.33,8,Closed,97
647,1214,17,1,2298000,8.32,10,Closed,407
648,1116,1,4,714000,9.48,5,Active,960
649,1092,1,4,567000,10.53,5,Closed,525
650,1270,4,4,427000,8.39,2,Active,926
651,1411,20,2,233000,13.86,1,Active,489
652,1381,16,6,469000,11.22,3,Active,404
653,1489,8,3,328000,9.03,4,Active,774
654,1168,1,3,1176000,9.14,3,Active,403
655,1058,19,3,470000,8.62,4,Active,451
656,1284,11,1,822000,8.5,7,Active,184
657,1026,17,2,473000,11.1,1,Active,277
658,1369,25,5,1816000,8.7,7,Closed,895
659,1447,10,1,805000,8.21,12,Active,61
660,1066,12,2,261000,11.59,2,Active,990
661,1409,9,2,295000,11.81,5,Active,146
662,1248,7,2,186000,11.32,2,Active,183
663,1254,12,3,924000,9.8,5,Active,315
664,1387,15,6,91000,12.12,1,Closed,659
665,1456,8,1,668000,8.46,8,Closed,744
666,1044,17,3,1029000,8.78,4,Active,996
667,1097,5,4,855000,10.32,5,Active,809
668,1042,14,3,2372000,9.17,5,Active,652
669,1500,2,1,1797000,8.11,11,Active,930
670,1227,16,3,523000,10.16,4,Active,893
671,1262,17,6,157000,11.6,1,Closed,36
672,1167,3,2,275000,13.06,1,Active,789
673,1436,23,3,529000,10.58,4,Active,1080
674,1279,1,6,52000,11.33,2,Active,1065
675,1089,18,4,317000,9.51,5,Active,383
676,1379,18,3,517000,9.31,3,Closed,169
677,1178,4,6,273000,11.45,1,Active,171
678,1427,15,1,1672000,7.71,13,Closed,739
679,1403,19,4,1220000,9.8,4,Closed,598
680,1197,19,2,94000,10.96,3,Active,247
681,1307,10,2,465000,14.01,3,Default,148
682,1267,5,2,136000,12.81,3,Active,441
683,1268,19,1,1155000,8.6,9,Active,362
684,1074,11,1,1015000,7.37,9,Closed,222
685,1008,7,1,5017000,9.33,9,Active,658
686,1408,5,1,1318000,8.73,11,Active,108
687,1476,20,1,3003000,7.15,11,Active,576
688,1297,12,4,714000,10.34,4,Active,300
689,1164,19,1,1394000,7.42,12,Active,224
690,1485,15,2,147000,12.54,2,Active,577
691,1085,12,4,903000,10.56,8,Active,892
692,1072,4,1,1168000,8.65,9,Active,694
693,1055,12,6,285000,9.02,3,Active,1009
694,1393,18,5,5109000,10.85,7,Active,423
695,1047,17,1,3046000,8.79,11,Active,76
696,1399,19,6,129000,10.6,3,Active,250
697,1432,16,3,649000,9.64,3,Active,241
698,1238,11,1,2227000,8.55,11,Active,817
699,1104,2,3,449000,7.73,3,Closed,15
700,1210,16,3,1035000,10.19,5,Active,341
701,1042,1,3,944000,8.48,3,Active,665
702,1316,17,3,534000,8.71,2,Active,496
703,1468,18,1,1482000,7.98,13,Active,550
704,1454,25,6,126000,11.67,1,Active,37
705,1268,13,5,533000,11.76,7,Active,769
706,1386,5,4,632000,10.35,5,Active,436
707,1263,25,1,2644000,7.79,12,Active,293
708,1336,24,3,436000,11.43,4,Default,301
709,1387,6,3,493000,9.24,2,Active,953
710,1365,1,5,982000,10.51,7,Active,979
711,1259,10,6,145000,11.52,1,Default,1047
712,1283,5,5,903000,10.56,5,Active,350
713,1114,1,2,62000,13.72,5,Active,849
714,1363,23,5,1103000,10.37,6,Active,1090
715,1040,11,1,5289000,8.36,12,Closed,433
716,1486,24,2,153000,13.3,2,Active,974
717,1417,24,1,1040000,8.87,13,Closed,1001
718,1220,7,5,608000,10.43,5,Active,570
719,1129,18,6,158000,10.06,3,Active,1017
720,1008,21,1,1899000,7.65,11,Active,29
721,1101,20,2,141000,11.18,3,Closed,641
722,1416,21,6,132000,11.48,1,Active,115
723,1380,10,3,486000,9.84,3,Active,1058
724,1176,25,2,285000,12.54,1,Closed,637
725,1107,15,2,115000,11.67,1,Active,275
726,1101,4,3,749000,8.68,2,Closed,344
727,1260,16,6,326000,10.64,4,Closed,680
728,1478,15,2,192000,13.45,2,Active,81
729,1454,15,1,1222000,8.77,13,Active,607
730,1366,12,1,940000,8.6,11,Active,721
731,1246,8,1,927000,7.45,10,Closed,72
732,1275,8,2,166000,13.18,2,Default,1062
733,1032,18,6,139000,10.54,4,Active,474
734,1137,6,3,654000,8.19,4,Active,1021
735,1012,5,6,63000,9.74,3,Active,171
736,1395,2,5,590000,11.16,7,Closed,40
737,1302,12,2,87000,13.04,1,Active,424
738,1375,4,2,288000,10.14,2,Active,888
739,1016,23,3,869000,9.18,3,Closed,798
740,1129,13,1,3326000,7.53,10,Closed,450
741,1063,17,3,1172000,9.2,3,Active,645
742,1109,16,2,219000,12.94,2,Active,432
743,1375,9,3,686000,8.09,4,Active,322
744,1021,1,3,784000,8.91,1,Active,1069
745,1158,15,1,602000,9.13,10,Closed,1020
746,1269,12,3,1812000,10.02,3,Closed,324
747,1162,5,2,256000,11.52,3,Active,412
748,1260,23,1,1934000,8.96,8,Active,620
749,1412,24,3,776000,9.09,4,Active,47
750,1102,18,1,993000,7.78,12,Active,645
751,1223,20,5,599000,10.58,7,Active,633
752,1059,2,1,3639000,9.1,12,Active,841
753,1247,4,3,481000,9.84,6,Closed,303
754,1128,15,3,582000,9.58,5,Active,772
755,1283,6,1,1309000,7.65,10,Active,984
756,1325,22,2,411000,12.67,1,Active,859
757,1025,12,3,284000,9.07,4,Active,577
758,1131,18,1,1250000,8.66,10,Active,864
759,1353,20,1,3288000,7.77,14,Closed,336
760,1196,4,3,767000,10.44,3,Active,660
761,1281,1,1,2325000,8.14,13,Active,612
762,1404,15,3,469000,8.8,4,Active,904
763,1418,18,5,667000,11.33,7,Active,82
764,1154,14,1,1979000,9.33,11,Active,1037
765,1382,3,2,251000,12.18,4,Active,969
766,1133,15,2,205000,12.27,5,Closed,478
767,1227,5,3,402000,9.92,2,Active,299
768,1189,24,1,2244000,9.46,11,Closed,92
769,1476,22,2,435000,13.57,3,Active,750
770,1477,3,1,873000,7.41,9,Active,696
771,1265,22,1,2173000,9.08,10,Active,722
772,1372,7,3,407000,9.2,4,Active,304
773,1486,6,1,1358000,9.11,9,Active,868
774,1434,22,1,1797000,9.88,10,Closed,787
775,1134,1,1,1911000,6.72,12,Active,36
776,1211,19,1,861000,8.16,10,Active,422
777,1060,7,1,2019000,7.81,8,Active,338
778,1428,4,1,1367000,7.62,8,Active,582
779,1377,12,1,807000,7.46,7,Active,628
780,1395,20,4,470000,9.31,5,Active,463
781,1450,23,1,1394000,8.28,9,Active,81
782,1431,25,4,803000,9.74,7,Active,420
783,1364,18,2,206000,10.63,4,Active,35
784,1364,9,3,1004000,9.0,4,Active,895
785,1457,19,1,1515000,9.29,11,Active,795
786,1213,22,6,156000,10.33,1,Closed,501
787,1216,4,4,247000,8.42,5,Active,184
788,1226,1,1,2018000,8.22,11,Closed,558
789,1470,9,1,454000,9.3,10,Active,840
790,1131,15,3,534000,9.37,3,Active,282
791,1076,22,6,136000,10.2,3,Active,615
792,1476,8,2,185000,11.71,2,Active,202
793,1286,15,2,374000,13.03,1,Active,574
794,1474,15,1,1821000,8.33,12,Active,417
795,1496,18,2,157000,11.76,2,Active,317
796,1277,7,1,1161000,8.04,11,Active,916
797,1156,22,2,504000,12.66,3,Active,1092
798,1248,18,1,2249000,8.59,11,Active,983
799,1218,16,1,1499000,8.19,11,Active,797
800,1190,2,3,846000,8.18,2,Active,677
801,1417,4,3,714000,8.48,5,Closed,243
802,1469,20,1,1270000,7.66,9,Active,901
803,1163,16,5,674000,10.87,5,Active,127
804,1180,3,1,1373000,8.56,11,Active,619
805,1034,24,2,275000,13.6,5,Closed,834
806,1041,23,4,373000,9.37,6,Active,1000
807,1307,2,4,454000,10.54,8,Active,756
808,1431,3,5,177000,9.71,7,Active,776
809,1338,25,1,1772000,8.76,12,Active,253
810,1314,5,1,2362000,7.37,13,Closed,73
811,1075,2,3,657000,7.98,5,Active,379
812,1441,19,1,961000,9.06,11,Active,299
813,1279,24,1,1263000,8.61,9,Active,945
814,1176,20,3,505000,8.66,3,Closed,492
815,1384,2,2,641000,11.1,2,Closed,684
816,1150,2,2,241000,12.43,4,Active,304
817,1273,22,1,3127000,8.56,11,Closed,1031
818,1325,24,1,1252000,9.04,12,Active,256
819,1108,23,1,1802000,7.2,10,Active,234
820,1139,20,2,442000,12.97,2,Active,873
821,1350,18,1,809000,8.09,12,Closed,493
822,1271,25,5,953000,11.22,6,Closed,229
823,1347,20,1,636000,8.1,11,Closed,345
824,1419,25,5,740000,10.36,5,Closed,77
825,1289,21,2,94000,12.19,1,Active,265
826,1212,14,1,892000,7.84,9,Closed,744
827,1381,15,1,1062000,8.11,9,Closed,245
828,1272,12,1,2523000,7.82,11,Active,429
829,1418,11,2,540000,12.8,3,Closed,445
830,1066,11,2,378000,11.51,4,Active,863
831,1483,7,3,750000,9.67,2,Active,454
832,1424,12,2,170000,14.6,3,Active,349
833,1248,16,3,495000,9.06,4,Active,422
834,1156,5,3,644000,8.06,3,Active,715
835,1047,2,1,2665000,9.73,10,Active,490
836,1423,22,4,251000,10.26,4,Active,686
837,1454,16,4,688000,9.9,6,Active,582
838,1201,23,6,88000,10.47,2,Active,615
839,1148,15,1,573000,7.36,12,Active,1088
840,1124,11,5,564000,10.4,6,Closed,163
841,1001,6,5,956000,10.42,4,Active,780
842,1456,13,3,987000,8.67,3,Active,304
843,1247,19,2,420000,12.94,3,Closed,319
844,1343,10,6,200000,11.48,2,Active,685
845,1128,24,6,62000,10.23,2,Active,1030
846,1191,19,3,1085000,9.28,5,Closed,101
847,1067,5,2,117000,13.72,2,Active,416
848,1004,25,4,942000,9.37,6,Active,964
849,1442,21,1,1144000,7.27,11,Active,895
850,1409,7,1,2126000,9.12,12,Closed,386
851,1303,11,6,222000,10.2,3,Active,1044
852,1294,14,4,213000,9.25,7,Active,295
853,1143,23,6,177000,10.49,1,Active,396
854,1191,21,3,493000,9.83,5,Active,292
855,1021,16,2,186000,12.25,1,Default,348
856,1227,18,6,132000,9.16,1,Active,765
857,1313,21,1,1423000,8.77,9,Active,44
858,1117,23,4,406000,9.82,8,Active,75
859,1437,23,2,150000,11.85,3,Active,53
860,1302,4,1,3183000,7.22,11,Closed,66
861,1500,1,1,2101000,8.21,9,Closed,38
862,1142,22,2,434000,10.42,4,Default,766
863,1484,15,2,529000,10.81,4,Active,417
864,1460,14,1,1312000,7.49,11,Active,711
865,1401,19,2,191000,11.56,2,Closed,748
866,1039,5,3,709000,9.91,3,Active,1079
867,1393,4,3,780000,8.79,6,Active,844
868,1355,13,1,1372000,8.76,11,Active,116
869,1252,18,3,668000,9.41,4,Active,279
870,1333,12,1,1458000,7.0,12,Active,454
871,1207,23,1,983000,8.08,7,Active,608
872,1210,21,1,2399000,8.33,11,Active,1073
873,1115,15,3,846000,9.15,4,Active,369
874,1225,23,1,2174000,8.51,11,Closed,370
875,1134,9,1,1882000,9.19,12,Closed,301
876,1251,4,1,1693000,8.78,11,Closed,717
877,1219,5,6,96000,12.07,2,Active,971
878,1407,9,5,897000,10.98,6,Active,195
879,1443,13,1,902000,7.75,11,Active,250
880,1091,10,1,1930000,9.46,10,Active,258
881,1354,16,6,80000,9.84,4,Active,990
882,1376,13,1,1600000,8.9,9,Active,59
883,1046,4,1,4082000,8.04,10,Active,942
884,1038,21,1,786000,7.51,11,Active,1077
885,1142,13,6,292000,10.56,4,Active,787
886,1100,21,4,459000,9.44,4,Active,561
887,1328,8,1,1045000,7.12,10,Active,976
888,1190,13,1,679000,8.29,10,Active,529
889,1035,15,6,153000,9.98,3,Active,498
890,1147,20,2,117000,12.24,3,Active,639
891,1030,20,3,850000,8.8,1,Active,1021
892,1334,13,1,1345000,8.47,12,Active,155
893,1084,23,4,588000,7.95,4,Active,1003
894,1369,5,1,628000,7.76,12,Active,798
895,1281,22,4,767000,9.73,4,Active,78
896,1424,22,1,2713000,10.31,10,Active,320
897,1344,6,1,2590000,8.25,11,Active,1056
898,1270,5,2,139000,11.82,3,Active,522
899,1154,13,4,435000,10.65,4,Active,614
900,1102,5,2,264000,11.71,2,Active,630
901,1215,25,1,1385000,8.82,12,Active,669
902,1150,13,2,254000,12.19,4,Closed,245
903,1432,24,3,1372000,10.05,3,Active,591
904,1083,20,4,800000,10.5,4,Active,672
905,1110,23,2,204000,12.14,3,Active,870
906,1435,8,1,904000,7.02,12,Active,641
907,1387,9,3,1583000,8.45,3,Active,14
908,1426,21,1,700000,8.37,13,Active,899
909,1275,19,6,71000,10.71,1,Active,286
910,1201,20,2,152000,12.52,1,Active,671
911,1284,15,2,664000,12.34,2,Active,641
912,1468,22,1,1055000,7.89,10,Active,686
913,1173,10,1,2051000,8.42,13,Active,932
914,1327,11,2,172000,12.49,2,Closed,932
915,1206,5,1,1012000,7.07,11,Active,1012
916,1063,9,5,695000,10.19,6,Active,43
917,1073,11,2,152000,12.79,1,Closed,911
918,1251,19,1,3895000,9.02,9,Active,812
919,1124,2,1,3161000,7.54,12,Active,1020
920,1375,6,3,557000,9.27,6,Active,621
921,1121,23,1,1501000,8.04,10,Active,1079
922,1275,21,2,498000,11.84,2,Closed,567
923,1431,1,2,211000,13.93,3,Active,107
924,1500,3,1,1191000,8.19,10,Active,636
925,1398,3,4,523000,8.89,3,Active,418
926,1120,14,3,1267000,8.57,4,Closed,49
927,1422,20,6,179000,10.2,3,Active,320
928,1437,22,2,340000,13.18,2,Closed,253
929,1317,5,2,148000,11.88,3,Active,1093
930,1164,17,1,1128000,8.43,9,Active,477
931,1424,15,2,339000,12.95,4,Active,830
932,1465,6,1,3336000,7.71,9,Active,564
933,1286,14,3,731000,9.47,2,Active,741
934,1265,14,1,1080000,8.45,11,Active,187
935,1320,25,2,389000,12.67,1,Active,700
936,1161,17,1,2393000,8.23,11,Active,703
937,1376,8,3,554000,9.36,4,Closed,112
938,1308,8,2,128000,12.29,2,Closed,293
939,1089,19,2,181000,12.52,3,Active,956
940,1142,9,6,155000,10.2,3,Active,874
941,1203,11,3,788000,10.65,4,Closed,361
942,1309,13,1,1516000,8.95,13,Active,502
943,1227,13,2,145000,12.5,2,Active,984
944,1489,24,2,182000,11.9,2,Active,649
945,1443,19,4,370000,10.38,7,Active,86
946,1334,21,5,905000,10.04,7,Closed,980
947,1222,19,1,2143000,7.54,11,Active,296
948,1041,5,5,617000,9.98,6,Active,279
949,1196,16,1,995000,9.47,10,Closed,252
950,1068,9,4,561000,10.93,4,Default,1032
951,1476,20,1,1270000,8.62,12,Active,586
952,1264,22,1,1482000,8.08,13,Active,605
953,1002,3,5,421000,10.59,7,Closed,376
954,1361,19,2,653000,14.03,1,Active,608
955,1125,5,6,392000,10.68,3,Active,440
956,1110,8,1,1094000,8.76,12,Active,142
957,1086,14,2,292000,12.17,4,Active,592
958,1425,24,4,266000,10.07,6,Closed,20
959,1120,3,1,2801000,8.43,9,Closed,12
960,1127,24,1,1024000,9.85,10,Active,636
961,1255,13,1,1124000,8.43,10,Active,122
962,1183,11,6,144000,11.14,2,Active,425
963,1016,8,4,440000,9.73,6,Default,229
964,1477,19,2,805000,12.29,3,Active,597
965,1062,10,1,2959000,8.41,10,Active,933
966,1369,18,1,2686000,8.35,11,Active,878
967,1432,18,2,609000,12.68,1,Active,786
968,1158,25,6,308000,10.22,2,Active,29
969,1268,7,3,540000,9.28,2,Closed,135
970,1035,16,2,493000,12.54,5,Closed,101
971,1267,6,2,598000,12.09,3,Closed,376
972,1064,16,6,160000,10.31,1,Active,646
973,1494,16,2,501000,13.48,1,Active,693
974,1050,23,6,94000,10.67,2,Closed,200
975,1469,24,1,3318000,8.47,12,Active,721
976,1255,1,4,458000,10.32,4,Active,471
977,1149,24,3,589000,9.68,3,Active,1046
978,1325,19,3,366000,8.42,4,Closed,50
979,1304,3,3,622000,8.47,3,Active,726
980,1276,6,1,578000,7.59,10,Active,66
981,1357,4,1,1658000,8.61,10,Closed,302
982,1451,4,6,233000,10.95,3,Active,384
983,1172,4,1,1569000,8.66,12,Active,538
984,1417,10,6,352000,10.66,4,Active,703
985,1201,9,3,913000,8.26,4,Active,49
986,1445,8,2,695000,12.05,4,Closed,319
987,1393,19,6,296000,10.56,3,Active,21
988,1324,17,4,370000,9.87,4,Closed,591
989,1035,17,2,347000,12.63,3,Active,592
990,1465,1,1,1133000,6.98,11,Active,9
991,1482,20,5,3220000,10.64,8,Closed,149
992,1216,14,4,1774000,8.08,5,Active,499
993,1480,22,4,959000,8.67,5,Active,1079
994,1065,20,4,553000,9.27,4,Active,297
995,1008,11,1,1764000,7.12,11,Active,518
996,1301,3,5,652000,10.05,6,Active,769
997,1343,24,1,1277000,8.71,11,Active,704
998,1431,8,1,1627000,9.37,10,Active,901
999,1424,22,1,8219000,7.75,14,Active,1023
1000,1332,25,1,1758000,8.01,10,Closed,282
1001,1438,10,2,377000,12.41,1,Active,769
1002,1076,17,1,1795000,8.3,12,Active,257
1003,1174,8,1,2262000,7.39,9,Closed,214
1004,1047,22,1,1642000,8.56,10,Active,553
1005,1015,1,3,830000,9.03,3,Closed,133
1006,1361,20,2,371000,12.01,4,Active,917
1007,1147,21,2,192000,11.72,3,Active,86
1008,1026,7,4,619000,11.41,7,Active,902
1009,1308,24,2,415000,13.08,2,Active,877
1010,1093,9,2,532000,11.9,3,Active,760
1011,1406,12,6,214000,8.57,2,Active,872
1012,1232,22,1,866000,7.22,9,Active,957
1013,1021,9,1,658000,8.21,10,Closed,249
1014,1307,20,3,707000,9.03,4,Active,564
1015,1038,24,4,647000,8.79,6,Active,289
1016,1276,3,4,683000,9.55,5,Closed,409
1017,1157,4,1,1478000,7.59,11,Active,733
1018,1179,10,3,1311000,8.77,3,Closed,309
1019,1132,4,4,1092000,9.87,4,Closed,61
1020,1311,22,1,1311000,7.39,11,Active,781
1021,1455,9,1,562000,7.11,10,Active,527
1022,1348,22,4,795000,8.98,5,Active,200
1023,1028,1,1,3388000,8.2,10,Active,815
1024,1260,5,1,1582000,6.96,13,Closed,756
1025,1406,9,1,3081000,9.79,13,Active,1045
1026,1076,5,1,491000,9.2,11,Active,1060
1027,1429,6,1,3110000,9.04,13,Default,198
1028,1067,19,1,1177000,7.49,13,Active,44
1029,1342,8,1,2815000,7.86,10,Active,641
1030,1492,10,5,1070000,9.59,3,Closed,554
1031,1194,11,1,1670000,9.88,9,Active,955
1032,1472,13,2,174000,13.51,2,Active,871
1033,1162,20,6,312000,10.9,2,Active,510
1034,1347,4,5,4866000,10.56,6,Closed,416
1035,1439,11,1,1882000,7.86,12,Active,409
1036,1361,12,1,1883000,8.88,12,Closed,296
1037,1257,5,3,1568000,10.1,6,Active,954
1038,1072,10,5,688000,11.48,5,Active,627
1039,1087,25,1,1213000,7.67,10,Active,203
1040,1422,24,2,149000,11.58,3,Closed,576
1041,1262,7,5,1214000,11.35,5,Active,915
1042,1214,21,2,180000,11.85,5,Active,985
1043,1153,9,4,185000,9.65,5,Active,796
1044,1210,9,3,751000,10.38,4,Active,848
1045,1401,10,1,1086000,8.26,11,Closed,946
1046,1061,10,2,564000,11.32,3,Closed,739
1047,1268,2,3,1231000,11.06,4,Active,362
1048,1262,4,3,702000,10.07,7,Active,476
1049,1218,8,5,4084000,10.6,7,Active,304
1050,1283,14,4,759000,9.64,6,Active,185
1051,1136,17,1,1252000,6.91,9,Active,265
1052,1467,13,3,624000,8.61,5,Closed,402
1053,1380,21,2,217000,11.94,3,Closed,173
1054,1362,24,3,925000,8.97,4,Active,878
1055,1449,18,2,129000,13.37,3,Active,907
1056,1441,18,3,581000,9.58,5,Active,346
1057,1093,13,3,207000,10.42,5,Active,1096
1058,1109,8,3,534000,8.2,4,Active,808
1059,1241,12,5,308000,9.84,6,Active,208
1060,1355,25,1,719000,9.43,10,Active,1057
1061,1424,23,1,1180000,8.23,11,Active,989
1062,1142,24,2,134000,12.5,1,Default,878
1063,1291,21,6,198000,10.73,3,Active,162
1064,1432,1,1,1059000,8.65,6,Closed,16
1065,1237,20,1,710000,8.67,11,Active,1038
1066,1340,18,6,188000,10.94,1,Closed,743
1067,1312,3,5,2142000,10.22,8,Closed,246
1068,1177,12,5,1040000,12.75,8,Active,1070
1069,1141,19,1,1887000,8.22,11,Closed,555
1070,1189,25,5,648000,10.5,7,Active,1072
1071,1486,13,2,145000,11.89,4,Active,714
1072,1049,10,3,305000,9.51,4,Active,142
1073,1302,15,1,1506000,8.32,9,Active,450
1074,1369,20,3,504000,7.73,4,Active,973
1075,1190,2,1,1696000,7.96,10,Closed,823
1076,1136,19,2,163000,11.69,1,Active,116
1077,1043,3,3,469000,9.1,3,Active,876
1078,1404,14,1,2126000,8.13,13,Active,514
1079,1380,7,1,1332000,8.0,11,Closed,899
1080,1353,8,2,108000,12.86,4,Closed,13
1081,1090,11,4,329000,9.6,7,Closed,277
1082,1295,22,1,938000,8.22,11,Active,916
1083,1341,20,4,379000,9.38,5,Active,893
1084,1245,6,3,471000,8.61,3,Active,228
1085,1433,11,3,374000,9.63,3,Active,217
1086,1192,17,2,360000,11.57,2,Active,749
1087,1318,10,4,817000,10.05,4,Active,294
1088,1106,24,1,1746000,8.12,10,Active,768
1089,1363,17,1,348000,8.02,10,Active,281
1090,1310,21,3,350000,9.25,4,Closed,498
1091,1382,2,6,80000,9.7,2,Active,977
1092,1233,6,1,1421000,8.89,11,Closed,750
1093,1265,25,2,223000,12.73,3,Active,704
1094,1344,5,6,202000,11.4,3,Closed,968
1095,1037,4,5,929000,9.68,7,Active,269
1096,1305,2,1,2199000,9.26,12,Closed,209
1097,1041,12,2,345000,12.27,3,Active,981
1098,1017,3,1,2532000,7.16,10,Active,846
1099,1344,6,4,197000,9.16,5,Active,305
1100,1277,24,1,1151000,8.88,10,Active,1012
1101,1307,14,4,1177000,9.94,6,Active,88
1102,1059,8,6,413000,11.76,1,Active,763
1103,1423,21,6,73000,10.5,1,Active,924
1104,1183,21,5,711000,10.97,7,Active,723
1105,1041,14,1,489000,8.36,12,Active,11
1106,1039,3,1,402000,7.73,11,Closed,439
1107,1397,16,3,448000,9.23,4,Active,1034
1108,1192,15,2,63000,11.99,1,Active,315
1109,1267,7,1,2064000,8.57,13,Closed,65
1110,1494,15,2,476000,12.54,1,Active,901
1111,1147,13,5,2507000,10.65,6,Closed,592
1112,1395,6,5,891000,10.72,7,Active,916
1113,1333,15,1,1257000,8.97,10,Active,645
1114,1127,17,2,238000,11.77,1,Active,195
1115,1046,4,3,508000,8.36,5,Closed,1
1116,1045,22,5,1417000,11.71,7,Closed,368
1117,1001,22,2,337000,13.45,4,Active,631
1118,1168,14,6,87000,10.94,3,Active,376
1119,1108,15,4,752000,11.52,6,Closed,290
1120,1019,12,6,150000,11.12,3,Closed,863
1121,1332,19,4,591000,11.41,6,Active,800
1122,1072,22,5,638000,12.09,9,Active,628
1123,1456,10,5,1088000,12.22,6,Closed,235
1124,1445,6,1,4113000,7.64,12,Active,196
1125,1109,25,1,741000,9.0,10,Active,441
1126,1268,9,5,702000,10.59,7,Active,790
1127,1445,2,1,1780000,7.5,10,Active,157
1128,1240,4,2,623000,13.15,2,Active,1020
1129,1417,9,5,358000,11.9,8,Active,354
1130,1301,15,4,759000,9.54,6,Active,813
1131,1090,13,1,3444000,7.69,11,Active,835
1132,1103,20,2,312000,12.54,2,Default,533
1133,1476,8,2,888000,11.14,3,Active,405
1134,1250,19,1,1663000,7.49,10,Active,700
